filename,split,width,height,aspect_ratio,is_corrupt,blur_laplacian_variance,brightness_mean,contrast_std,num_boxes,is_healthy_negative,contained_classes
GrayLeafSpot014.jpg,train,768,1024,0.75,False,10.16,106.54,43.11,2,False,['gray leaf spot']
GrayLeafSpot017.jpg,train,768,1024,0.75,False,12.18,106.13,52.83,2,False,['gray leaf spot']
GrayLeafSpot018.jpg,train,768,1024,0.75,False,29.39,95.64,50.88,2,False,['gray leaf spot']
GrayLeafSpot020.jpg,train,768,1024,0.75,False,133.09,94.53,47.29,2,False,['gray leaf spot']
healthy_coconut_001.jpg,train,788,1200,0.6567,False,292.94,120.84,38.49,0,True,[]
healthy_coconut_002.jpg,train,1280,960,1.3333,False,27029.77,110.38,80.86,0,True,[]
healthy_coconut_003.jpg,train,1280,1707,0.7499,False,2697.34,171.71,66.81,0,True,[]
healthy_coconut_004.jpg,train,1280,1919,0.667,False,9791.84,134.56,62.3,0,True,[]
healthy_coconut_005.jpg,train,1280,960,1.3333,False,12346.1,140.83,66.26,0,True,[]
healthy_coconut_008.jpg,train,1280,853,1.5006,False,2306.32,96.78,53.28,0,True,[]
healthy_coconut_009.jpg,train,1280,960,1.3333,False,27349.25,112.04,74.45,0,True,[]
healthy_coconut_010.jpg,train,1280,853,1.5006,False,1697.27,147.69,40.27,0,True,[]
healthy_coconut_012.jpg,train,1280,853,1.5006,False,2908.65,123.07,45.16,0,True,[]
healthy_coconut_013.jpg,train,1280,852,1.5023,False,4968.4,155.25,81.23,0,True,[]
healthy_coconut_014.jpg,train,1280,1008,1.2698,False,54140.21,114.48,89.02,0,True,[]
healthy_coconut_016.jpg,train,1280,831,1.5403,False,3120.94,127.41,70.43,0,True,[]
healthy_coconut_017.jpg,train,1280,892,1.435,False,2134.07,126.65,42.16,0,True,[]
healthy_coconut_020.jpg,train,1280,851,1.5041,False,10284.37,117.88,42.02,0,True,[]
healthy_coconut_021.jpg,train,1280,851,1.5041,False,9655.94,114.07,42.14,0,True,[]
healthy_coconut_022.jpg,train,1280,955,1.3403,False,5789.81,118.54,37.07,0,True,[]
healthy_coconut_026.jpg,train,1000,1500,0.6667,False,861.51,120.11,55.55,0,True,[]
healthy_coconut_027.jpg,train,1280,853,1.5006,False,9864.29,123.96,69.95,0,True,[]
healthy_coconut_028.jpg,train,1280,1920,0.6667,False,5512.31,97.96,75.14,0,True,[]
healthy_coconut_029.jpg,train,1280,1920,0.6667,False,262.79,108.89,59.01,0,True,[]
healthy_coconut_031.jpg,train,1280,853,1.5006,False,1252.18,124.37,57.84,0,True,[]
healthy_coconut_032.jpg,train,1280,1280,1.0,False,5307.46,147.37,56.06,0,True,[]
healthy_coconut_033.jpg,train,1280,1280,1.0,False,18960.32,147.88,70.11,0,True,[]
healthy_coconut_034.jpg,train,1280,854,1.4988,False,4866.23,151.03,36.33,0,True,[]
healthy_coconut_035.jpg,train,1280,1707,0.7499,False,4551.25,123.51,68.39,0,True,[]
healthy_coconut_036.jpg,train,1280,1707,0.7499,False,7064.21,116.61,79.95,0,True,[]
healthy_coconut_037.jpg,train,1280,1707,0.7499,False,4626.69,101.11,71.29,0,True,[]
healthy_coconut_038.jpg,train,1280,1280,1.0,False,8691.46,126.29,53.03,0,True,[]
healthy_coconut_039.jpg,train,1280,1707,0.7499,False,3472.87,120.78,58.05,0,True,[]
healthy_coconut_040.jpg,train,1280,1707,0.7499,False,10663.86,105.15,69.97,0,True,[]
healthy_coconut_043.jpg,train,1280,2110,0.6066,False,3223.12,135.24,52.6,0,True,[]
healthy_coconut_044.jpg,train,1280,868,1.4747,False,13879.74,130.55,64.11,0,True,[]
healthy_coconut_045.jpg,train,1280,853,1.5006,False,4800.79,83.33,68.97,0,True,[]
healthy_coconut_046.jpg,train,1024,1280,0.8,False,581.61,128.23,55.3,0,True,[]
healthy_coconut_047.jpg,train,1024,768,1.3333,False,140.84,130.03,59.37,0,True,[]
healthy_coconut_048.jpg,train,1280,960,1.3333,False,207.81,113.84,41.76,0,True,[]
healthy_coconut_049.jpg,train,1280,1707,0.7499,False,6327.24,117.18,58.95,0,True,[]
LeafRot001.jpg,train,768,1024,0.75,False,653.74,90.23,69.53,1,False,['leaf rot']
LeafRot002.jpg,train,768,1024,0.75,False,577.23,91.71,70.49,1,False,['leaf rot']
LeafRot003.jpg,train,768,1024,0.75,False,756.86,88.12,68.86,1,False,['leaf rot']
LeafRot004.jpg,train,768,1024,0.75,False,511.29,89.05,67.9,1,False,['leaf rot']
LeafRot006.jpg,train,768,1024,0.75,False,483.03,80.01,66.76,1,False,['leaf rot']
LeafRot008.jpg,train,768,1024,0.75,False,874.91,72.31,64.45,1,False,['leaf rot']
LeafRot009.jpg,train,768,1024,0.75,False,597.53,70.86,65.57,1,False,['leaf rot']
LeafRot010.jpg,train,768,1024,0.75,False,315.83,73.79,68.69,1,False,['leaf rot']
LeafRot011.jpg,train,768,1024,0.75,False,380.52,79.71,74.04,1,False,['leaf rot']
LeafRot013.jpg,train,768,1024,0.75,False,278.47,109.32,79.83,1,False,['leaf rot']
LeafRot015.jpg,train,768,1024,0.75,False,303.83,97.31,96.15,1,False,['leaf rot']
LeafRot017.jpg,train,768,1024,0.75,False,181.83,95.43,96.87,1,False,['leaf rot']
LeafRot018.jpg,train,768,1024,0.75,False,303.41,85.27,93.96,1,False,['leaf rot']
LeafRot019.jpg,train,768,1024,0.75,False,217.66,78.46,89.24,1,False,['leaf rot']
LeafRot020.jpg,train,768,1024,0.75,False,261.11,73.9,82.19,1,False,['leaf rot']
StemBleeding001.jpg,train,768,1024,0.75,False,3241.85,141.15,45.44,1,False,['stembleeding']
StemBleeding002.jpg,train,768,1024,0.75,False,2343.05,140.38,44.69,1,False,['stembleeding']
StemBleeding003.jpg,train,768,1024,0.75,False,2471.23,140.79,44.49,1,False,['stembleeding']
StemBleeding012.jpg,train,768,1024,0.75,False,2207.22,143.92,45.47,1,False,['stembleeding']
StemBleeding013.jpg,train,768,1024,0.75,False,2854.09,144.56,46.56,1,False,['stembleeding']
StemBleeding014.jpg,train,768,1024,0.75,False,2349.91,144.62,45.9,1,False,['stembleeding']
StemBleeding015.jpg,train,768,1024,0.75,False,2136.43,147.39,45.47,1,False,['stembleeding']
StemBleeding016.jpg,train,768,1024,0.75,False,2404.04,147.14,45.68,1,False,['stembleeding']
StemBleeding017.jpg,train,768,1024,0.75,False,2215.28,147.33,45.2,1,False,['stembleeding']
StemBleeding019.jpg,train,768,1024,0.75,False,1923.79,149.0,45.01,1,False,['stembleeding']
StemBleeding020.jpg,train,768,1024,0.75,False,2945.8,145.44,46.53,1,False,['stembleeding']
BudRootDropping001.jpg,val,768,1024,0.75,False,2832.59,124.39,68.38,1,False,['bud root dropping']
BudRootDropping002.jpg,val,768,1024,0.75,False,3242.62,123.58,68.29,1,False,['bud root dropping']
BudRootDropping003.jpg,val,768,1024,0.75,False,4176.89,122.99,68.86,1,False,['bud root dropping']
BudRootDropping004.jpg,val,768,1024,0.75,False,4938.02,122.07,68.49,1,False,['bud root dropping']
BudRootDropping005.jpg,val,768,1024,0.75,False,4778.06,121.93,68.42,1,False,['bud root dropping']
BudRootDropping006.jpg,val,768,1024,0.75,False,3062.08,124.05,67.72,1,False,['bud root dropping']
BudRootDropping007.jpg,val,768,1024,0.75,False,1001.43,128.81,65.11,1,False,['bud root dropping']
BudRootDropping008.jpg,val,768,1024,0.75,False,392.73,131.64,59.42,1,False,['bud root dropping']
BudRot001.jpg,val,768,1024,0.75,False,819.09,118.75,45.89,1,False,['bud rot']
BudRot002.jpg,val,768,1024,0.75,False,922.82,117.7,45.88,1,False,['bud rot']
BudRot003.jpg,val,768,1024,0.75,False,694.03,117.95,45.34,1,False,['bud rot']
BudRot011.jpg,val,768,1024,0.75,False,743.79,117.27,46.26,1,False,['bud rot']
BudRot012.jpg,val,768,1024,0.75,False,559.6,118.65,46.19,1,False,['bud rot']
GrayLeafSpot009.jpg,val,768,1024,0.75,False,38.58,105.89,42.22,2,False,['gray leaf spot']
GrayLeafSpot011.jpg,val,768,1024,0.75,False,64.99,109.2,44.68,2,False,['gray leaf spot']
GrayLeafSpot016.jpg,val,768,1024,0.75,False,22.14,111.64,48.32,2,False,['gray leaf spot']
healthy_coconut_011.jpg,val,1280,853,1.5006,False,3929.72,143.3,47.24,0,True,[]
healthy_coconut_018.jpg,val,1280,1083,1.1819,False,1326.44,97.79,41.57,0,True,[]
healthy_coconut_023.jpg,val,800,600,1.3333,False,7989.29,111.47,80.46,0,True,[]
healthy_coconut_024.jpg,val,1280,1916,0.6681,False,9294.87,187.88,80.33,0,True,[]
healthy_coconut_025.jpg,val,1000,1500,0.6667,False,874.44,114.47,46.0,0,True,[]
healthy_coconut_030.jpg,val,1280,1920,0.6667,False,1486.37,117.08,52.73,0,True,[]
healthy_coconut_041.jpg,val,1280,1707,0.7499,False,4395.6,113.9,54.88,0,True,[]
healthy_coconut_042.jpg,val,1280,1707,0.7499,False,10557.42,127.58,70.95,0,True,[]
LeafRot007.jpg,val,768,1024,0.75,False,356.9,83.83,65.93,1,False,['leaf rot']
LeafRot012.jpg,val,768,1024,0.75,False,326.66,95.61,75.49,1,False,['leaf rot']
LeafRot016.jpg,val,768,1024,0.75,False,225.87,94.31,96.94,1,False,['leaf rot']
StemBleeding004.jpg,val,768,1024,0.75,False,2940.99,141.02,44.97,1,False,['stembleeding']
StemBleeding005.jpg,val,768,1024,0.75,False,3136.89,140.94,45.14,1,False,['stembleeding']
StemBleeding006.jpg,val,768,1024,0.75,False,2738.84,141.56,44.91,1,False,['stembleeding']
StemBleeding007.jpg,val,768,1024,0.75,False,3079.7,141.84,45.41,1,False,['stembleeding']
StemBleeding008.jpg,val,768,1024,0.75,False,3338.42,141.37,45.79,1,False,['stembleeding']
StemBleeding009.jpg,val,768,1024,0.75,False,3298.55,140.32,45.82,1,False,['stembleeding']
StemBleeding010.jpg,val,768,1024,0.75,False,3252.52,139.67,45.78,1,False,['stembleeding']
StemBleeding011.jpg,val,768,1024,0.75,False,3136.88,139.68,45.63,1,False,['stembleeding']
BudRootDropping017.jpg,test,768,1024,0.75,False,4750.97,125.62,76.6,1,False,['bud root dropping']
BudRootDropping018.jpg,test,768,1024,0.75,False,4737.43,125.91,76.71,1,False,['bud root dropping']
BudRootDropping019.jpg,test,768,1024,0.75,False,4714.74,125.13,76.69,1,False,['bud root dropping']
BudRootDropping020.jpg,test,768,1024,0.75,False,4480.16,122.9,76.59,1,False,['bud root dropping']
BudRot015.jpg,test,768,1024,0.75,False,386.4,122.04,45.32,1,False,['bud rot']
GrayLeafSpot015.jpg,test,768,1024,0.75,False,12.55,113.72,47.29,2,False,['gray leaf spot']
GrayLeafSpot019.jpg,test,768,1024,0.75,False,51.27,91.98,47.71,2,False,['gray leaf spot']
healthy_coconut_006.jpg,test,1200,1600,0.75,False,4183.63,114.92,62.27,0,True,[]
healthy_coconut_007.jpg,test,1280,914,1.4004,False,6267.41,178.46,50.3,0,True,[]
healthy_coconut_015.jpg,test,780,1040,0.75,False,2721.94,113.92,82.33,0,True,[]
healthy_coconut_019.jpg,test,1280,960,1.3333,False,13705.39,112.62,65.21,0,True,[]
healthy_coconut_050.jpg,test,1280,1707,0.7499,False,1417.48,122.41,50.03,0,True,[]
LeafRot005.jpg,test,768,1024,0.75,False,661.35,83.13,66.93,1,False,['leaf rot']
LeafRot014.jpg,test,768,1024,0.75,False,445.81,111.0,89.87,1,False,['leaf rot']
StemBleeding018.jpg,test,768,1024,0.75,False,2235.29,147.87,45.37,1,False,['stembleeding']
