image_id,source_path,disease_class,class_id,split,image_sha256,annotator_A_status,annotator_A_path,annotator_B_status,annotator_B_path,qc_status,final_mask_path,acceptance_status,review_notes
BudRootDropping011.jpg,data/external/phase_9_segmentation/images/BudRootDropping011.jpg,bud root dropping,0,train,6ff5ca2fc9ebf188942dba68983701a30e2fb025d77c88018371ca9af423d539,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
BudRootDropping012.jpg,data/external/phase_9_segmentation/images/BudRootDropping012.jpg,bud root dropping,0,train,7b7ad59df312d30d2deca48f696f629ec1a4056cf1e771e0f9eb96a78b336d4f,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
BudRootDropping013.jpg,data/external/phase_9_segmentation/images/BudRootDropping013.jpg,bud root dropping,0,train,50b683d90ba9186cd066fbcba536ab4e9acd79c89a8bff4805f033398b48c727,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
BudRootDropping014.jpg,data/external/phase_9_segmentation/images/BudRootDropping014.jpg,bud root dropping,0,train,6daa58201a4d112a2797f0f5294886c8a6efaee98dd003103ee1e594901b007c,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
BudRootDropping015.jpg,data/external/phase_9_segmentation/images/BudRootDropping015.jpg,bud root dropping,0,train,3eaeaff7135494b872b0e25a109ba9d3404029540720761972ace6514132b6ea,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
BudRootDropping016.jpg,data/external/phase_9_segmentation/images/BudRootDropping016.jpg,bud root dropping,0,train,330fa0b9d236e1f8d03e508aa37f92641a0eb6eb4a207ad582d028315615af1b,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
BudRootDropping017.jpg,data/external/phase_9_segmentation/images/BudRootDropping017.jpg,bud root dropping,0,test,006f13f9802091a6cb2b365f4a2a3af9cad5f0eed6db4445e0c220377b9389aa,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
BudRootDropping018.jpg,data/external/phase_9_segmentation/images/BudRootDropping018.jpg,bud root dropping,0,test,ff8ca6ec017c238ae288178f2ca341909086f0a9d68a3d48c4ba5a47ecd8b69e,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
BudRootDropping019.jpg,data/external/phase_9_segmentation/images/BudRootDropping019.jpg,bud root dropping,0,test,abf204707a218d36e7d85e0f21c27bc6daafca63504295e84ed2ec4d1dc8e56a,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
BudRootDropping020.jpg,data/external/phase_9_segmentation/images/BudRootDropping020.jpg,bud root dropping,0,test,a0c0babd1840fe0b1b538388b97c96641b78e26d1920ebaf816b9bf807d7b1c8,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
BudRot001.jpg,data/external/phase_9_segmentation/images/BudRot001.jpg,bud rot,1,val,19b9f4f8b0deeec175c0e52de262624bd1c1abf1a114afa07d0c17edaf92bd67,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
BudRot002.jpg,data/external/phase_9_segmentation/images/BudRot002.jpg,bud rot,1,val,9acce3430148ffffa65edcdbf5edca0ad741d367bc57bd399526b89ede1bfb1a,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
BudRot003.jpg,data/external/phase_9_segmentation/images/BudRot003.jpg,bud rot,1,val,b3cbbab013b6d880ab6b30291c9d3fe23fb4776eec2462e0bc9562cd4d3cff20,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
BudRot004.jpg,data/external/phase_9_segmentation/images/BudRot004.jpg,bud rot,1,train,7c7e423115d61c5954162f3febc1fd618838288bcfd7cc248f8893fc402ff2b2,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
BudRot005.jpg,data/external/phase_9_segmentation/images/BudRot005.jpg,bud rot,1,train,f3bd385dd4192aa4fca46cf5cb50979aa1ed5b73edac4a4eff73a5b2f3557ba0,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
BudRot006.jpg,data/external/phase_9_segmentation/images/BudRot006.jpg,bud rot,1,train,5c4e130d6ebe84bfd5402a1f1f121de1741af680724c1c6e884f34f06c45e9c7,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
BudRot007.jpg,data/external/phase_9_segmentation/images/BudRot007.jpg,bud rot,1,train,abcfe113b69c08776e322bf9020d7ab4c81cb891bbb68cb215e69f3ddb4053ee,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
BudRot008.jpg,data/external/phase_9_segmentation/images/BudRot008.jpg,bud rot,1,train,28e9c9cfae5097f87bc24b9e76515bab30661b715c7b840e73cf2b3c4570e75f,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
BudRot009.jpg,data/external/phase_9_segmentation/images/BudRot009.jpg,bud rot,1,train,9664db2c4a38a9e3e6efd0fde2bad37f430064887474efd89416fc3720d27257,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
BudRot010.jpg,data/external/phase_9_segmentation/images/BudRot010.jpg,bud rot,1,train,c972953ead74a42e5c7f59bc6f3e10e6aa358cb0ee5475c054673f495226457f,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
BudRot011.jpg,data/external/phase_9_segmentation/images/BudRot011.jpg,bud rot,1,val,9de01b84fbc5c1e57dc717857cfe657abc58ea4eadd8f8ff81144f524208627e,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
BudRot012.jpg,data/external/phase_9_segmentation/images/BudRot012.jpg,bud rot,1,val,abf7c660509045d34f21cb8c4b5bfd4012cbb98b3d90828e6a5628c878a257aa,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
BudRot013.jpg,data/external/phase_9_segmentation/images/BudRot013.jpg,bud rot,1,train,6dc8736d700dfb52c51ea3c6e8910eec4b221f2d4d1839fd0dce026a7d45aafe,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
BudRot014.jpg,data/external/phase_9_segmentation/images/BudRot014.jpg,bud rot,1,train,351c4d2988e7c14f97a505fd23f75c3b9281bf172998415d68bf5208b0794cbf,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
BudRot015.jpg,data/external/phase_9_segmentation/images/BudRot015.jpg,bud rot,1,test,077f4e49f96587fde92ea72e33f7791da70f8d433d5fa6be62a7d60fae2d65ed,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
BudRot016.jpg,data/external/phase_9_segmentation/images/BudRot016.jpg,bud rot,1,train,6716eec0b3588445d9147b2b362f04b739958816cdd1b09a2f4af60d9ac523f8,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
BudRot017.jpg,data/external/phase_9_segmentation/images/BudRot017.jpg,bud rot,1,train,ee8c92bcf47651fd5810dc7f3dd6e5b23e2b50e24925c4c8aeeed7075ec0f3ce,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
BudRot018.jpg,data/external/phase_9_segmentation/images/BudRot018.jpg,bud rot,1,train,f9b356554a4aea648077f05731d09c72190c897e1bbb1cbb7435b98a2c1454fb,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
BudRot019.jpg,data/external/phase_9_segmentation/images/BudRot019.jpg,bud rot,1,train,14bc13e12991fa06420e4bc1d3d9a36d6e697fd020c454832eb07e88be71ee44,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
BudRot020.jpg,data/external/phase_9_segmentation/images/BudRot020.jpg,bud rot,1,train,d3c617b8a2da2744e6329bc8a8dc8bff768af5b5e5f77a325992ccbde24869be,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
GrayLeafSpot001.jpg,data/external/phase_9_segmentation/images/GrayLeafSpot001.jpg,gray leaf spot,2,train,0f573d5259a3b6282b8d442dd8d71cc94e0d3bbff4fe110f304c90c619f21b36,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
GrayLeafSpot002.jpg,data/external/phase_9_segmentation/images/GrayLeafSpot002.jpg,gray leaf spot,2,train,0ab9d13376b8a895701fdb27394af785eae36399f67daf1d05c7dc83d161ba5e,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
GrayLeafSpot003.jpg,data/external/phase_9_segmentation/images/GrayLeafSpot003.jpg,gray leaf spot,2,train,a06768bb890af0e5050bf18239eb63072738b57f23f088bc07c8685abdfabf00,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
GrayLeafSpot004.jpg,data/external/phase_9_segmentation/images/GrayLeafSpot004.jpg,gray leaf spot,2,train,53119836621b64310c222e29dc47c3c0c5516662ddb0ceda72bef1d9fca196df,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
GrayLeafSpot005.jpg,data/external/phase_9_segmentation/images/GrayLeafSpot005.jpg,gray leaf spot,2,train,7df1115ac9e44401a32017826bfa652ac243abe859d608632cd3cccd841950ef,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
GrayLeafSpot006.jpg,data/external/phase_9_segmentation/images/GrayLeafSpot006.jpg,gray leaf spot,2,train,c4ac844b8ad29dffc0048f292c51ca94e4827530252403751903ff5272cabd54,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
GrayLeafSpot007.jpg,data/external/phase_9_segmentation/images/GrayLeafSpot007.jpg,gray leaf spot,2,train,94dd1f6f889b8a40d322e3f98de7a5a7e4b54016043bb860f2ff16c59a33d59e,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
GrayLeafSpot008.jpg,data/external/phase_9_segmentation/images/GrayLeafSpot008.jpg,gray leaf spot,2,train,eb0d6e99a0885249a5749a72ce43000cca03d6d63803e0b95263222b097369de,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
GrayLeafSpot009.jpg,data/external/phase_9_segmentation/images/GrayLeafSpot009.jpg,gray leaf spot,2,val,7f4c9ae7d1b80a7067f64ae62010094dcda42b42bded2757a6703f498f6efee1,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
GrayLeafSpot010.jpg,data/external/phase_9_segmentation/images/GrayLeafSpot010.jpg,gray leaf spot,2,train,259b71c7778309ce4156b8c96ca2479fc8e637b4fbc440e594c29543e7a51bb0,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
GrayLeafSpot011.jpg,data/external/phase_9_segmentation/images/GrayLeafSpot011.jpg,gray leaf spot,2,val,efd7619f9f324c1db286928469699a6bd7390cc9822daf9b2eeffc293dcfe27e,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
GrayLeafSpot012.jpg,data/external/phase_9_segmentation/images/GrayLeafSpot012.jpg,gray leaf spot,2,train,7cf8627a7997b4d49e0b775f212a82e042fd9a6d94643362a89a7fa588c20ff3,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
GrayLeafSpot013.jpg,data/external/phase_9_segmentation/images/GrayLeafSpot013.jpg,gray leaf spot,2,train,f6b205d747aee7c633039890f30f1573f082843f05c538c1fef0939651c3f49e,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
GrayLeafSpot014.jpg,data/external/phase_9_segmentation/images/GrayLeafSpot014.jpg,gray leaf spot,2,train,f3dc9e97a0ab4cfae892806126d8a4803f53f44ef8d8337ab2b4f29115ddfc19,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
GrayLeafSpot015.jpg,data/external/phase_9_segmentation/images/GrayLeafSpot015.jpg,gray leaf spot,2,test,0a70ffee8874ec58bab838d0802a9997c33bdbb73e5d086009ff7a96c620b0cd,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
GrayLeafSpot016.jpg,data/external/phase_9_segmentation/images/GrayLeafSpot016.jpg,gray leaf spot,2,val,210d329e0ef64caa73b1840df6c5ecd3d27cf3a8e440dfa8603d700d3e1535cd,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
GrayLeafSpot017.jpg,data/external/phase_9_segmentation/images/GrayLeafSpot017.jpg,gray leaf spot,2,train,9e33bc42ef2ee1c59737e3f3960f2b100806153bcbf8bbfcc9ad003556d3fe7b,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
GrayLeafSpot018.jpg,data/external/phase_9_segmentation/images/GrayLeafSpot018.jpg,gray leaf spot,2,train,c624bd77e3d4dbafe803d3bee5a0e0f6b67ed2064fb049deb724eaee5ae4e490,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
GrayLeafSpot019.jpg,data/external/phase_9_segmentation/images/GrayLeafSpot019.jpg,gray leaf spot,2,test,583e56b205c2357d6015d72ac7f626844003fb0ea2a26327bcedeb22ba258c05,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
GrayLeafSpot020.jpg,data/external/phase_9_segmentation/images/GrayLeafSpot020.jpg,gray leaf spot,2,train,c4ed8c362558a66a0ad3b7a21798f4e12da43e7973485ca7be99a31c581fb992,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
LeafRot001.jpg,data/external/phase_9_segmentation/images/LeafRot001.jpg,leaf rot,3,train,c5fa5d2363713ca369d7b4452225269db145518bf4bd3d38a2162f3c91f79b7f,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
LeafRot002.jpg,data/external/phase_9_segmentation/images/LeafRot002.jpg,leaf rot,3,train,b995a1e0632b7a7496b62622b9a9a44d84745b5d44107dc2af9fdfe4f288e7a4,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
LeafRot003.jpg,data/external/phase_9_segmentation/images/LeafRot003.jpg,leaf rot,3,train,392cf1a5b42b363cb903e05cc09c3484d182113b2cba7063d01bf47eea60e347,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
LeafRot004.jpg,data/external/phase_9_segmentation/images/LeafRot004.jpg,leaf rot,3,train,27adf5e8fc8eb05a0710b6ec97da1a4a66bd2c04c6ff9e58e483476c95230ec6,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
LeafRot005.jpg,data/external/phase_9_segmentation/images/LeafRot005.jpg,leaf rot,3,test,42f68753abbc85a37717a3abcb56f2b8bbd7dcbde775b3d1039d1e5a6b56cb89,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
LeafRot006.jpg,data/external/phase_9_segmentation/images/LeafRot006.jpg,leaf rot,3,train,cbaedb4e2c4cf13570bb0c28782b3342736afe119bba56145cfdad5dc7e5dd7d,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
LeafRot007.jpg,data/external/phase_9_segmentation/images/LeafRot007.jpg,leaf rot,3,val,d519e8640d678fb90b41a15e029cc9f9cb760455b50776e363398d83745417c7,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
LeafRot008.jpg,data/external/phase_9_segmentation/images/LeafRot008.jpg,leaf rot,3,train,c5a1a85e361949e6e2902362a75e7cbfaa9d3b2291f98d244e99606e34bd6dad,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
LeafRot009.jpg,data/external/phase_9_segmentation/images/LeafRot009.jpg,leaf rot,3,train,5dc5f202c9c3e4856b2b70a5cea6989119625f3eada97af137193a144f81102b,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
LeafRot010.jpg,data/external/phase_9_segmentation/images/LeafRot010.jpg,leaf rot,3,train,f735402e1ae836857f34d93cd429b012aba7c7793a0511d86ab88411c15432fd,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
LeafRot011.jpg,data/external/phase_9_segmentation/images/LeafRot011.jpg,leaf rot,3,train,fbd5807ae8f28bcb2534eeada7f43ab14cf405c1cc885650599ca237ce3af14d,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
LeafRot012.jpg,data/external/phase_9_segmentation/images/LeafRot012.jpg,leaf rot,3,val,1c1bed59cc38f87cf8da19c279dcc68d399ccefd17f4ae129c9fb8628c48a118,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
LeafRot013.jpg,data/external/phase_9_segmentation/images/LeafRot013.jpg,leaf rot,3,train,8528ccd08909456ea82416df6aeae97d2713e060ab7338afe088dce2b07e0e4b,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
LeafRot014.jpg,data/external/phase_9_segmentation/images/LeafRot014.jpg,leaf rot,3,test,4bbc67fee401278500fe8d12242b1ef80cf319bbfca78950cf29307e3dde0f28,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
LeafRot015.jpg,data/external/phase_9_segmentation/images/LeafRot015.jpg,leaf rot,3,train,ff3f2afa163e680169e9fab5db093930ddae32b0cc0462812f1846ffe62b638f,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
LeafRot016.jpg,data/external/phase_9_segmentation/images/LeafRot016.jpg,leaf rot,3,val,c6526e7a4f70b0a2e2ee87e9e3a89fb0ea6e76b55095aa61c0300d0362c32092,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
LeafRot017.jpg,data/external/phase_9_segmentation/images/LeafRot017.jpg,leaf rot,3,train,b0b7344431c9ea08881385b95de0661540ce77c4ef11785e699e98a4e1347090,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
LeafRot018.jpg,data/external/phase_9_segmentation/images/LeafRot018.jpg,leaf rot,3,train,78d27b3cb93b8f28d9c0a4a16abb1c767e17bf7e9d7c7c635426fb5267e830a0,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
LeafRot019.jpg,data/external/phase_9_segmentation/images/LeafRot019.jpg,leaf rot,3,train,625ae2f684aaf1b35377e81bc163f630df5891a30a7ad5648eddcd8e655ea900,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
LeafRot020.jpg,data/external/phase_9_segmentation/images/LeafRot020.jpg,leaf rot,3,train,63fbcf7760cb06e519587c91e5623572981ba9a33142d91cfeae0d9157031ada,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
StemBleeding001.jpg,data/external/phase_9_segmentation/images/StemBleeding001.jpg,stembleeding,4,train,806e70c662d184d268c2a33bb303dbcbc05e39c67f4c7e60d656f0364be98a25,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
StemBleeding002.jpg,data/external/phase_9_segmentation/images/StemBleeding002.jpg,stembleeding,4,train,17b03f8513a32bb85947e5ce804096e610e2b124de637ebb38ddd7d49c4acc1d,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
StemBleeding003.jpg,data/external/phase_9_segmentation/images/StemBleeding003.jpg,stembleeding,4,train,f556a2e9947d4b49c62293bb31d4cf77c00d5b92d24d37f78723a39f4d8537d9,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
StemBleeding004.jpg,data/external/phase_9_segmentation/images/StemBleeding004.jpg,stembleeding,4,val,3743f7c666754691a59713dc334f9d8d8fe61e0da692f223898f9deff132f46c,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
StemBleeding005.jpg,data/external/phase_9_segmentation/images/StemBleeding005.jpg,stembleeding,4,val,e5ffe44543e735d04a10a351de2155e397b38a958c7f7af016a1053ffd7d50aa,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
StemBleeding006.jpg,data/external/phase_9_segmentation/images/StemBleeding006.jpg,stembleeding,4,val,89648f8e19f5c62230a1db3fa1086a01fe580c86daa762acee3c190d6b8ae074,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
StemBleeding007.jpg,data/external/phase_9_segmentation/images/StemBleeding007.jpg,stembleeding,4,val,e6adcf427f76e6e8e88373c67f28e4e05bfc9692475f2b41c7f29b0d67dd2d82,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
StemBleeding008.jpg,data/external/phase_9_segmentation/images/StemBleeding008.jpg,stembleeding,4,val,dc3f60053b097b4728bcfd90e914c146ab237f4484528633a16c75aa5f24690c,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
StemBleeding009.jpg,data/external/phase_9_segmentation/images/StemBleeding009.jpg,stembleeding,4,val,a32148412081b0d39257652b9fea2f99745cdfdf426ebcb5264fe3deb0bfd606,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
StemBleeding010.jpg,data/external/phase_9_segmentation/images/StemBleeding010.jpg,stembleeding,4,val,662df8fd290a721306b3a56c13aba087549f09119ae1d5cef3cf6434f69610bc,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
StemBleeding011.jpg,data/external/phase_9_segmentation/images/StemBleeding011.jpg,stembleeding,4,val,435f74e67ec52269dc0615cac32326820e828962ad70a2ff2421956011bf4d18,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
StemBleeding012.jpg,data/external/phase_9_segmentation/images/StemBleeding012.jpg,stembleeding,4,train,bd0f3752e0587cda8760d634016c1ab3b733e296a3b47c1c9d78e98359573ab2,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
StemBleeding013.jpg,data/external/phase_9_segmentation/images/StemBleeding013.jpg,stembleeding,4,train,a2896e3debe85d91fc38a4c85dfa9d5dc9963b3f654dd0e3911d99cdf6d7c13e,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
StemBleeding014.jpg,data/external/phase_9_segmentation/images/StemBleeding014.jpg,stembleeding,4,train,233043dc5e30fc7dd9420da1be4c4903e1552090dc28bd64c933efdfc6c838c2,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
StemBleeding015.jpg,data/external/phase_9_segmentation/images/StemBleeding015.jpg,stembleeding,4,train,7d18f81c090951291ca20af2bdafbe73d0cb3f7937f1e83c66a1765491ff8a6a,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
StemBleeding016.jpg,data/external/phase_9_segmentation/images/StemBleeding016.jpg,stembleeding,4,train,c2e4c05b7fed74a3e6a7219db6fd1d765e46d11313eb50a017c3e00ed307bb66,PENDING,NONE,PENDING,NONE,PENDING,NONE,PENDING,Awaiting certified human manual polygon delineation
