file_name,original_title,source_url,wikimedia_page,dataset_name,creator,license,resolution,sha256,commercial_research_allowed,download_date,provenance_status
healthy_coconut_011.jpg,File:Coconut tree 06270.JPG,https://upload.wikimedia.org/wikipedia/commons/d/d8/Coconut_tree_06270.JPG,https://commons.wikimedia.org/wiki/File%3ACoconut%20tree%2006270.JPG,Wikimedia Commons / Cocos nucifera,Vengolis,CC BY-SA 4.0,1280x853,b00187c1dbee93546dbd4d5ff8de294348d61d13d3f92239c51b05315e696eaf,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_012.jpg,File:Coconut tree 06271.JPG,https://upload.wikimedia.org/wikipedia/commons/e/e9/Coconut_tree_06271.JPG,https://commons.wikimedia.org/wiki/File%3ACoconut%20tree%2006271.JPG,Wikimedia Commons / Cocos nucifera,Vengolis,CC BY-SA 4.0,1280x853,68d104be4fb87cdfeee169d29b7fd597133da6f48001b02402934519ce28a4ba,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_013.jpg,File:Coconut trees along salty inland water.jpg,https://upload.wikimedia.org/wikipedia/commons/d/df/Coconut_trees_along_salty_inland_water.jpg,https://commons.wikimedia.org/wiki/File%3ACoconut%20trees%20along%20salty%20inland%20water.jpg,Wikimedia Commons / Cocos nucifera,Challiyan,CC BY 3.0,1280x852,3f9c7032490b04d84d26f2e3f2904d0f9ff6dafe7733f307fea2a88dfaf58b26,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_014.jpg,"File:Coconuts and trees (Cocos nucifera), a cinnamon tree (Cinnam Wellcome V0043077.jpg",https://upload.wikimedia.org/wikipedia/commons/9/99/Coconuts_and_trees_%28Cocos_nucifera%29%2C_a_cinnamon_tree_%28Cinnam_Wellcome_V0043077.jpg,https://commons.wikimedia.org/wiki/File%3ACoconuts%20and%20trees%20%28Cocos%20nucifera%29%2C%20a%20cinnamon%20tree%20%28Cinnam%20Wellcome%20V0043077.jpg,Wikimedia Commons / Cocos nucifera,Wikimedia Contributor,CC BY 4.0,1280x1008,c908ec8ec99127071ebecb78eec98b434ea325bb3906e0b8b0ae9ec042178b56,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_015.jpg,"File:Cocos nucifera,pasur.jpg",https://upload.wikimedia.org/wikipedia/commons/a/a5/Cocos_nucifera%2Cpasur.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%2Cpasur.jpg,Wikimedia Commons / Cocos nucifera,Yesodhasekar,CC BY-SA 4.0,780x1040,3f558955d13b122831c44b52ce3fca80bc2077d17a2762f3adb29fe98bb18ebf,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_016.jpg,File:Cocos nucifera (coconut) 1 (24519486007).jpg,https://upload.wikimedia.org/wikipedia/commons/a/af/Cocos_nucifera_%28coconut%29_1_%2824519486007%29.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%20%28coconut%29%201%20%2824519486007%29.jpg,Wikimedia Commons / Cocos nucifera,James St. John,CC BY 2.0,1280x831,6e8d6f34a8eaaad430b647a063819a09a1abd0954776c048fff96908dd471698,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_017.jpg,File:Cocos nucifera (coconut) 3 (27608157389).jpg,https://upload.wikimedia.org/wikipedia/commons/b/b8/Cocos_nucifera_%28coconut%29_3_%2827608157389%29.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%20%28coconut%29%203%20%2827608157389%29.jpg,Wikimedia Commons / Cocos nucifera,James St. John,CC BY 2.0,1280x892,36b03da23c0980044c83013d1b4b173dd7f2b05647ab9ec5be7e79d33e2530a9,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_018.jpg,File:Cocos nucifera (coconut) 4 (27608148019).jpg,https://upload.wikimedia.org/wikipedia/commons/6/69/Cocos_nucifera_%28coconut%29_4_%2827608148019%29.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%20%28coconut%29%204%20%2827608148019%29.jpg,Wikimedia Commons / Cocos nucifera,James St. John,CC BY 2.0,1280x1083,d62368881d3d4b1872d70235429098739fb90766575c8cd90e8bd2ab15ea0021,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_019.jpg,"File:Cocos nucifera (coconut palm tree) (Sanibel Island, Florida, USA) 1 (23632928554).jpg",https://upload.wikimedia.org/wikipedia/commons/4/44/Cocos_nucifera_%28coconut_palm_tree%29_%28Sanibel_Island%2C_Florida%2C_USA%29_1_%2823632928554%29.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%20%28coconut%20palm%20tree%29%20%28Sanibel%20Island%2C%20Florida%2C%20USA%29%201%20%2823632928554%29.jpg,Wikimedia Commons / Cocos nucifera,James St. John,CC BY 2.0,1280x960,28ceb12ad7371e77087f2108c12466776318d2cd33ab5ffde65ea89092a8551f,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_020.jpg,"File:Cocos nucifera (coconut palms) (Eleuthera Island, Bahamas) 1 (15599504180).jpg",https://upload.wikimedia.org/wikipedia/commons/8/83/Cocos_nucifera_%28coconut_palms%29_%28Eleuthera_Island%2C_Bahamas%29_1_%2815599504180%29.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%20%28coconut%20palms%29%20%28Eleuthera%20Island%2C%20Bahamas%29%201%20%2815599504180%29.jpg,Wikimedia Commons / Cocos nucifera,James St. John,CC BY 2.0,1280x851,81f3c8ae95ae71ce5f2be112700668e3d7cf01594c257f4907f6a8e8479acf37,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_021.jpg,"File:Cocos nucifera (coconut palms) (Eleuthera Island, Bahamas) 2 (15760636506).jpg",https://upload.wikimedia.org/wikipedia/commons/7/7c/Cocos_nucifera_%28coconut_palms%29_%28Eleuthera_Island%2C_Bahamas%29_2_%2815760636506%29.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%20%28coconut%20palms%29%20%28Eleuthera%20Island%2C%20Bahamas%29%202%20%2815760636506%29.jpg,Wikimedia Commons / Cocos nucifera,James St. John,CC BY 2.0,1280x851,934a9606d66ff78027eca7af7decbc04ff4744e7dcb4b96021a7f0610d3c5ba0,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_022.jpg,"File:Cocos nucifera (coconut palms) (Eleuthera Island, Bahamas) 3 (15599503360).jpg",https://upload.wikimedia.org/wikipedia/commons/f/fb/Cocos_nucifera_%28coconut_palms%29_%28Eleuthera_Island%2C_Bahamas%29_3_%2815599503360%29.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%20%28coconut%20palms%29%20%28Eleuthera%20Island%2C%20Bahamas%29%203%20%2815599503360%29.jpg,Wikimedia Commons / Cocos nucifera,James St. John,CC BY 2.0,1280x955,73c034a52765e1f952aecd644763cf4cfbe1da0ca824e016baa33a28b3cbb7c9,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_023.jpg,File:Cocos nucifera - Kerala 4.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c8/Cocos_nucifera_-_Kerala_4.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%20-%20Kerala%204.jpg,Wikimedia Commons / Cocos nucifera,Emőke Dénes,CC BY-SA 4.0,800x600,d9be8c57d069fdc37bea3ca10aaa8d51a33980f7ab77abe13be424071309a857,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_024.jpg,File:Cocos nucifera - Köhler–s Medizinal-Pflanzen-187.jpg,https://upload.wikimedia.org/wikipedia/commons/3/32/Cocos_nucifera_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-187.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%20-%20K%C3%B6hler%E2%80%93s%20Medizinal-Pflanzen-187.jpg,Wikimedia Commons / Cocos nucifera,"Franz Eugen Köhler, Köhler's Medizinal-Pflanzen",Public domain,1280x1916,7e0373b1de8ba2219514fe97b025b9409e7c67322215a2e87bc6a6c20854f9c8,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_025.jpg,File:Cocos nucifera 24zz.jpg,https://upload.wikimedia.org/wikipedia/commons/8/81/Cocos_nucifera_24zz.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%2024zz.jpg,Wikimedia Commons / Cocos nucifera,Photo by David J. Stang,CC BY-SA 4.0,1000x1500,27865c0adb3618359244c89443b2ad2f44d49f377d70524c6e945c490a2aace8,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_026.jpg,File:Cocos nucifera 25zz.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c8/Cocos_nucifera_25zz.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%2025zz.jpg,Wikimedia Commons / Cocos nucifera,Photo by David J. Stang,CC BY-SA 4.0,1000x1500,6cc51911f0bb6ebe1143a5312b33fb1c5e7068e4972fb6b780e528c9285e4f98,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_027.jpg,File:Cocos nucifera 35zz.jpg,https://upload.wikimedia.org/wikipedia/commons/8/88/Cocos_nucifera_35zz.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%2035zz.jpg,Wikimedia Commons / Cocos nucifera,Photo by David J. Stang,CC BY-SA 4.0,1280x853,5813f8b4a974b7b169c61e2885f710f84779c1e87e0be9ccdbb2a0eb8902401c,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_028.jpg,File:Cocos nucifera 37zz.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Cocos_nucifera_37zz.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%2037zz.jpg,Wikimedia Commons / Cocos nucifera,Photo by David J. Stang,CC BY-SA 4.0,1280x1920,9c8b9a583c445db2c8a63963e174786ba43c0c8a4e8deced6287e24cff3e486c,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_029.jpg,File:Cocos nucifera 40zz.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bf/Cocos_nucifera_40zz.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%2040zz.jpg,Wikimedia Commons / Cocos nucifera,Photo by David J. Stang,CC BY-SA 4.0,1280x1920,03998e100f6d033f113e2d47f3d624d7994fb2f91193cc1f856321a1fa042af3,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_030.jpg,File:Cocos nucifera 42zz.jpg,https://upload.wikimedia.org/wikipedia/commons/9/96/Cocos_nucifera_42zz.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%2042zz.jpg,Wikimedia Commons / Cocos nucifera,Photo by David J. Stang,CC BY-SA 4.0,1280x1920,426b6461fce986351212c268af83cd4e79ccf9d563f5feb4f695c796ca7b7b4b,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_031.jpg,File:Cocos nucifera 44zz.jpg,https://upload.wikimedia.org/wikipedia/commons/5/57/Cocos_nucifera_44zz.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%2044zz.jpg,Wikimedia Commons / Cocos nucifera,Photo by David J. Stang,CC BY-SA 4.0,1280x853,55a122c92af68afdcc7491bf2c7269f3af37ff703378a4c2ffd56860b66c9d68,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_032.jpg,File:Cocos nucifera 457594945.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5e/Cocos_nucifera_457594945.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%20457594945.jpg,Wikimedia Commons / Cocos nucifera,Leila Dasher,CC BY 4.0,1280x1280,9796fc039d4606b38bffdbb91226137f6da4de8bf73f13e6b95293c0552ec8d3,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_033.jpg,File:Cocos nucifera 458301007.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f3/Cocos_nucifera_458301007.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%20458301007.jpg,Wikimedia Commons / Cocos nucifera,jonsense,CC BY 4.0,1280x1280,5fd2663dc5e1e5f64f203bafeb010c96637d8feb0e5d61580fb71e26349857ed,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_034.jpg,File:Cocos nucifera 460251575.jpg,https://upload.wikimedia.org/wikipedia/commons/4/44/Cocos_nucifera_460251575.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%20460251575.jpg,Wikimedia Commons / Cocos nucifera,Callisto,CC BY 4.0,1280x854,eb170f7f737f85845d70cd27975c11f27880b8679175d175852c294c07e06f32,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_035.jpg,File:Cocos nucifera 460990510.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5b/Cocos_nucifera_460990510.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%20460990510.jpg,Wikimedia Commons / Cocos nucifera,Brandon Corder,CC BY 4.0,1280x1707,7dff97b332fd51ae2ca01cb46577424c4ba64bec4a55799614e4e7d11f9aecf5,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_036.jpg,File:Cocos nucifera 462166484.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cc/Cocos_nucifera_462166484.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%20462166484.jpg,Wikimedia Commons / Cocos nucifera,Tia Offner,CC BY 4.0,1280x1707,78efee5ca4c601e965777660a5b1bd5d2469337a5c282d200667e2302b75649a,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_037.jpg,File:Cocos nucifera 462410833.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e0/Cocos_nucifera_462410833.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%20462410833.jpg,Wikimedia Commons / Cocos nucifera,Ben Sims,CC0,1280x1707,6585fac1d8e3a11e40b7f2f3edaf4da56b7d228ad6389ce13ecf8aaf4fc9bc83,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_038.jpg,File:Cocos nucifera 464397297.jpg,https://upload.wikimedia.org/wikipedia/commons/2/20/Cocos_nucifera_464397297.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%20464397297.jpg,Wikimedia Commons / Cocos nucifera,Daniel Levitis,CC BY 4.0,1280x1280,85c7b95245e4790fcd3c3230e71ce2b6bfd2f489dc7a92a1f879886ebcd3b974,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_039.jpg,File:Cocos nucifera 464962753.jpg,https://upload.wikimedia.org/wikipedia/commons/2/29/Cocos_nucifera_464962753.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%20464962753.jpg,Wikimedia Commons / Cocos nucifera,Jonathan Layman,CC BY 4.0,1280x1707,e52c60d15ef7f82d5fb4dd3eca9d8bca8ade97e45cd14b854880f0382c951085,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_040.jpg,File:Cocos nucifera 464962772.jpg,https://upload.wikimedia.org/wikipedia/commons/8/83/Cocos_nucifera_464962772.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%20464962772.jpg,Wikimedia Commons / Cocos nucifera,Jonathan Layman,CC BY 4.0,1280x1707,eb272e38ad95536fb841910fa629add5eed4156ff97b8572c12f0e22850a3c80,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_041.jpg,File:Cocos nucifera 464962787.jpg,https://upload.wikimedia.org/wikipedia/commons/0/07/Cocos_nucifera_464962787.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%20464962787.jpg,Wikimedia Commons / Cocos nucifera,Jonathan Layman,CC BY 4.0,1280x1707,8d91ee0af64afe3527a83acecfb300cb13e050ccc56eb37747e8fb7b7c5b73cb,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_042.jpg,File:Cocos nucifera KNUST Ghana.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2f/Cocos_nucifera_KNUST_Ghana.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%20KNUST%20Ghana.jpg,Wikimedia Commons / Cocos nucifera,FadilaBarrick,CC BY-SA 4.0,1280x1707,fd2c07299828ae2b2cff2b28e061ab43ea25ee4d838fc783ff25a2d11ee47990,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_043.jpg,File:Cocos nucifera Kratie Cambodia.JPG,https://upload.wikimedia.org/wikipedia/commons/d/d5/Cocos_nucifera_Kratie_Cambodia.JPG,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%20Kratie%20Cambodia.JPG,Wikimedia Commons / Cocos nucifera,Pamputt,CC0,1280x2110,d03c6a743497a8cfff3251014a552279874070088299c1c97ec7841a0b92fa29,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_044.jpg,File:Cocos nucifera Pallerenda Rd Belgian Gardens Townsville 1996 IMG 0049.jpg,https://upload.wikimedia.org/wikipedia/commons/2/21/Cocos_nucifera_Pallerenda_Rd_Belgian_Gardens_Townsville_1996_IMG_0049.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%20Pallerenda%20Rd%20Belgian%20Gardens%20Townsville%201996%20IMG%200049.jpg,Wikimedia Commons / Cocos nucifera,John Robert McPherson,CC BY-SA 4.0,1280x868,fe0b9e87700aaa593bf2a83d3284f9c92caf787c1740f065d3b98208e0f1c9ce,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_045.jpg,File:Cocos nucifera crown.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7f/Cocos_nucifera_crown.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%20crown.jpg,Wikimedia Commons / Cocos nucifera,Sanfy,CC BY-SA 4.0,1280x853,55eafff1c2ccd1cbc67036a6de03c64e016bcacc3a1e02a0b49fa69b22ce8ecf,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_046.jpg,File:Cocos nucifera tree.loki.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fd/Cocos_nucifera_tree.loki.jpg,https://commons.wikimedia.org/wiki/File%3ACocos%20nucifera%20tree.loki.jpg,Wikimedia Commons / Cocos nucifera,Lokeswaran Kaliyappan,CC BY 4.0,1024x1280,1f3306f8f164ae1fb62f948a8862268b17672d25726e0ae1805d7351504a8b98,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_047.jpg,File:Koh Samui Lipa Noi2.jpg,https://upload.wikimedia.org/wikipedia/commons/8/80/Koh_Samui_Lipa_Noi2.jpg,https://commons.wikimedia.org/wiki/File%3AKoh%20Samui%20Lipa%20Noi2.jpg,Wikimedia Commons / Cocos nucifera,Manfred Werner,CC BY-SA 3.0,1024x768,949fbe6d2acde0cef81092791d99b2a3e69cb2dc56703ed691f8983ba40042cc,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
healthy_coconut_048.jpg,File:Starr 040217-0044 Cocos nucifera.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f5/Starr_040217-0044_Cocos_nucifera.jpg,https://commons.wikimedia.org/wiki/File%3AStarr%20040217-0044%20Cocos%20nucifera.jpg,Wikimedia Commons / Cocos nucifera,Forest &amp; Kim Starr,CC BY 3.0,1280x960,11240faf05fa93fe1cb8b8775d9754307f52ccc7ffe509901ff939874b663edd,YES (per CC/Public Domain license),2026-09-20 03:50:28 UTC,VERIFIED_HEALTHY_PALM_FOLIAGE
