image_id,source_path,source_dataset,source_url,license,disease_class,annotation_status,annotator_id,annotation_date,mask_path,polygon_path,qc_status,qc_notes,split
BudRot003.jpg,data\processed\coconut_detection_clean\val\images\BudRot003.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,bud rot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,val
BudRot004.jpg,data\processed\coconut_detection_clean\train\images\BudRot004.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,bud rot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
BudRot005.jpg,data\processed\coconut_detection_clean\train\images\BudRot005.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,bud rot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
BudRot006.jpg,data\processed\coconut_detection_clean\train\images\BudRot006.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,bud rot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
BudRot007.jpg,data\processed\coconut_detection_clean\train\images\BudRot007.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,bud rot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
BudRot008.jpg,data\processed\coconut_detection_clean\train\images\BudRot008.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,bud rot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
BudRot009.jpg,data\processed\coconut_detection_clean\train\images\BudRot009.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,bud rot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
BudRot010.jpg,data\processed\coconut_detection_clean\train\images\BudRot010.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,bud rot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
BudRot011.jpg,data\processed\coconut_detection_clean\val\images\BudRot011.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,bud rot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,val
BudRot012.jpg,data\processed\coconut_detection_clean\val\images\BudRot012.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,bud rot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,val
BudRot013.jpg,data\processed\coconut_detection_clean\train\images\BudRot013.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,bud rot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
BudRot014.jpg,data\processed\coconut_detection_clean\train\images\BudRot014.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,bud rot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
BudRot015.jpg,data\processed\coconut_detection_clean\test\images\BudRot015.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,bud rot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,test
BudRot016.jpg,data\processed\coconut_detection_clean\train\images\BudRot016.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,bud rot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
BudRot017.jpg,data\processed\coconut_detection_clean\train\images\BudRot017.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,bud rot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
BudRot018.jpg,data\processed\coconut_detection_clean\train\images\BudRot018.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,bud rot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
BudRot019.jpg,data\processed\coconut_detection_clean\train\images\BudRot019.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,bud rot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
BudRot020.jpg,data\processed\coconut_detection_clean\train\images\BudRot020.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,bud rot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
GrayLeafSpot001.jpg,data\processed\coconut_detection_clean\train\images\GrayLeafSpot001.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,gray leaf spot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
GrayLeafSpot002.jpg,data\processed\coconut_detection_clean\train\images\GrayLeafSpot002.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,gray leaf spot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
GrayLeafSpot003.jpg,data\processed\coconut_detection_clean\train\images\GrayLeafSpot003.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,gray leaf spot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
GrayLeafSpot004.jpg,data\processed\coconut_detection_clean\train\images\GrayLeafSpot004.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,gray leaf spot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
GrayLeafSpot005.jpg,data\processed\coconut_detection_clean\train\images\GrayLeafSpot005.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,gray leaf spot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
GrayLeafSpot006.jpg,data\processed\coconut_detection_clean\train\images\GrayLeafSpot006.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,gray leaf spot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
GrayLeafSpot007.jpg,data\processed\coconut_detection_clean\train\images\GrayLeafSpot007.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,gray leaf spot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
GrayLeafSpot008.jpg,data\processed\coconut_detection_clean\train\images\GrayLeafSpot008.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,gray leaf spot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
GrayLeafSpot009.jpg,data\processed\coconut_detection_clean\val\images\GrayLeafSpot009.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,gray leaf spot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,val
GrayLeafSpot010.jpg,data\processed\coconut_detection_clean\train\images\GrayLeafSpot010.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,gray leaf spot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
GrayLeafSpot011.jpg,data\processed\coconut_detection_clean\val\images\GrayLeafSpot011.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,gray leaf spot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,val
GrayLeafSpot012.jpg,data\processed\coconut_detection_clean\train\images\GrayLeafSpot012.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,gray leaf spot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
GrayLeafSpot013.jpg,data\processed\coconut_detection_clean\train\images\GrayLeafSpot013.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,gray leaf spot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
GrayLeafSpot014.jpg,data\processed\coconut_detection_clean\train\images\GrayLeafSpot014.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,gray leaf spot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
GrayLeafSpot015.jpg,data\processed\coconut_detection_clean\test\images\GrayLeafSpot015.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,gray leaf spot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,test
GrayLeafSpot016.jpg,data\processed\coconut_detection_clean\val\images\GrayLeafSpot016.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,gray leaf spot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,val
GrayLeafSpot017.jpg,data\processed\coconut_detection_clean\train\images\GrayLeafSpot017.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,gray leaf spot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
GrayLeafSpot018.jpg,data\processed\coconut_detection_clean\train\images\GrayLeafSpot018.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,gray leaf spot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
GrayLeafSpot019.jpg,data\processed\coconut_detection_clean\test\images\GrayLeafSpot019.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,gray leaf spot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,test
GrayLeafSpot020.jpg,data\processed\coconut_detection_clean\train\images\GrayLeafSpot020.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,gray leaf spot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
LeafRot001.jpg,data\processed\coconut_detection_clean\train\images\LeafRot001.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,leaf rot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
LeafRot002.jpg,data\processed\coconut_detection_clean\train\images\LeafRot002.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,leaf rot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
LeafRot003.jpg,data\processed\coconut_detection_clean\train\images\LeafRot003.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,leaf rot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
LeafRot004.jpg,data\processed\coconut_detection_clean\train\images\LeafRot004.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,leaf rot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
LeafRot005.jpg,data\processed\coconut_detection_clean\test\images\LeafRot005.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,leaf rot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,test
LeafRot006.jpg,data\processed\coconut_detection_clean\train\images\LeafRot006.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,leaf rot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
LeafRot007.jpg,data\processed\coconut_detection_clean\val\images\LeafRot007.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,leaf rot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,val
LeafRot008.jpg,data\processed\coconut_detection_clean\train\images\LeafRot008.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,leaf rot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
LeafRot009.jpg,data\processed\coconut_detection_clean\train\images\LeafRot009.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,leaf rot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
LeafRot010.jpg,data\processed\coconut_detection_clean\train\images\LeafRot010.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,leaf rot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
LeafRot011.jpg,data\processed\coconut_detection_clean\train\images\LeafRot011.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,leaf rot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,train
LeafRot012.jpg,data\processed\coconut_detection_clean\val\images\LeafRot012.jpg,Roboflow_Phanidhar_Reddy_Mendeley_Benchmark,https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,leaf rot,PENDING,UNASSIGNED,UNASSIGNED,UNASSIGNED,UNASSIGNED,PENDING,Awaiting certified expert manual polygon annotation,val
